transaction_id,date,customer_id,product,price,quantity,coupon_code,shipping_city,discount_pct,province,cma_population_2021,days_since_purchase,revenue
TXN00230,2024-12-14,CUST0145,Smartphone Case,24.69,5,,Edmonton,0,Alberta,1418118,16,123.45
TXN00231,2024-08-13,CUST0018,USB-C Hub,54.16,3,WELCOME20,Calgary,20,Alberta,1481806,139,129.98
TXN00232,2024-01-29,CUST0091,Desk Lamp,40.01,3,SAVE5,Winnipeg,5,Manitoba,834678,336,114.03
TXN00233,2024-01-30,CUST0095,Wireless Mouse,31.98,1,SAVE15,Montreal,15,Quebec,4291732,335,27.18
TXN00234,2024-10-31,CUST0130,Desk Lamp,39.03,5,SAVE10,Toronto,10,Ontario,6202225,60,175.64
TXN00235,2024-10-19,CUST0167,Smartphone Case,22.5,5,SAVE5,Hamilton,5,Ontario,785184,72,106.88
TXN00236,2024-02-01,CUST0116,USB-C Hub,50.18,3,SAVE15,Montreal,15,Quebec,4291732,333,127.96
TXN00237,2024-11-26,CUST0045,Fitness Tracker,76.94,4,SAVE5,Hamilton,5,Ontario,785184,34,292.37
TXN00238,2024-11-08,CUST0041,Fitness Tracker,82.44,3,SAVE5,Quebec City,5,Quebec,839311,52,234.95
TXN00239,2024-12-13,CUST0154,Noise-Cancelling Headphones,145.67,3,,Edmonton,0,Alberta,1418118,17,437.01
TXN00240,2024-10-12,CUST0174,Mechanical Keyboard,87.95,3,SAVE15,Kitchener-Cambridge-Waterloo,15,Ontario,575847,79,224.27
TXN00241,2024-06-19,CUST0021,USB-C Hub,55.4,2,,Calgary,0,Alberta,1481806,194,110.8
TXN00242,2024-03-07,CUST0153,Portable SSD,124.49,1,,Hamilton,0,Ontario,785184,298,124.49
TXN00243,2024-11-25,CUST0085,Portable SSD,126.99,5,,Quebec City,0,Quebec,839311,35,634.95
TXN00244,2024-07-04,CUST0005,Fitness Tracker,82.42,2,,Edmonton,0,Alberta,1418118,179,164.84
TXN00245,2024-04-08,CUST0058,Smartphone Case,26.4,2,,Calgary,0,Alberta,1481806,266,52.8
TXN00246,2024-09-16,CUST0139,Mechanical Keyboard,96.02,5,,Edmonton,0,Alberta,1418118,105,480.1
TXN00247,2024-03-08,CUST0153,Desk Lamp,38.96,2,,Kitchener-Cambridge-Waterloo,0,Ontario,575847,297,77.92
TXN00248,2024-08-12,CUST0012,USB-C Hub,53.53,2,SAVE5,Kitchener-Cambridge-Waterloo,5,Ontario,575847,140,101.71
TXN00249,2024-08-17,CUST0060,Webcam,72.49,3,WELCOME20,Winnipeg,20,Manitoba,834678,135,173.98
TXN00250,2024-07-07,CUST0174,Laptop Stand,51.48,4,SAVE5,Calgary,5,Alberta,1481806,176,195.62
TXN00251,2024-09-14,CUST0136,Portable SSD,117.56,2,WELCOME20,Ottawa-Gatineau,20,Ontario/Quebec,1488307,107,188.1
TXN00252,2024-03-11,CUST0065,Desk Lamp,36.37,4,WELCOME20,Edmonton,20,Alberta,1418118,294,116.38
TXN00253,2024-02-22,CUST0133,Fitness Tracker,90.7,3,,Vancouver,0,British Columbia,2642825,312,272.1
TXN00254,2024-08-18,CUST0132,Webcam,66.92,4,,Ottawa-Gatineau,0,Ontario/Quebec,1488307,134,267.68
TXN00255,2024-06-27,CUST0007,Smartphone Case,23.59,4,SAVE10,Edmonton,10,Alberta,1418118,186,84.92
TXN00256,2024-07-16,CUST0021,Laptop Stand,46.07,1,,Montreal,0,Quebec,4291732,167,46.07
TXN00257,2024-03-15,CUST0036,Noise-Cancelling Headphones,145.22,4,SAVE15,Vancouver,15,British Columbia,2642825,290,493.75
TXN00258,2024-08-17,CUST0158,Smartphone Case,21.63,1,,Calgary,0,Alberta,1481806,135,21.63
TXN00259,2024-03-17,CUST0141,Laptop Stand,51.41,5,SAVE10,Quebec City,10,Quebec,839311,288,231.34
TXN00260,2024-05-27,CUST0061,Mechanical Keyboard,86.41,1,,Quebec City,0,Quebec,839311,217,86.41
TXN00261,2024-08-22,CUST0017,Desk Lamp,36.84,4,SAVE10,Hamilton,10,Ontario,785184,130,132.62
TXN00262,2024-11-19,CUST0132,Wireless Mouse,30.44,2,,Quebec City,0,Quebec,839311,41,60.88
TXN00263,2024-11-10,CUST0091,Wireless Mouse,28.43,4,,Montreal,0,Quebec,4291732,50,113.72
TXN00264,2024-07-03,CUST0018,Fitness Tracker,92.44,5,SAVE10,Hamilton,10,Ontario,785184,180,415.98
TXN00265,2024-01-11,CUST0100,Fitness Tracker,91.08,1,SAVE15,Quebec City,15,Quebec,839311,354,77.42
TXN00266,2024-05-09,CUST0005,Noise-Cancelling Headphones,155.42,1,,Ottawa-Gatineau,0,Ontario/Quebec,1488307,235,155.42
TXN00267,2024-10-24,CUST0086,Mechanical Keyboard,83.39,3,SAVE10,Edmonton,10,Alberta,1418118,67,225.15
TXN00268,2024-12-16,CUST0119,USB-C Hub,59.74,4,SAVE15,Vancouver,15,British Columbia,2642825,14,203.12
TXN00269,2024-02-02,CUST0118,USB-C Hub,49.45,2,,Ottawa-Gatineau,0,Ontario/Quebec,1488307,332,98.9
TXN00270,2024-06-10,CUST0080,Wireless Mouse,30.08,5,SAVE5,Calgary,5,Alberta,1481806,203,142.88
TXN00271,2024-11-27,CUST0049,Wireless Mouse,28.71,1,WELCOME20,Edmonton,20,Alberta,1418118,33,22.97
TXN00272,2024-03-04,CUST0095,Webcam,71.09,4,SAVE15,Winnipeg,15,Manitoba,834678,301,241.71
TXN00273,2024-06-22,CUST0048,Portable SSD,119.41,4,,Hamilton,0,Ontario,785184,191,477.64
TXN00274,2024-02-12,CUST0109,Webcam,65.94,5,WELCOME20,Vancouver,20,British Columbia,2642825,322,263.76
TXN00275,2024-05-30,CUST0083,Fitness Tracker,78.01,3,SAVE15,Calgary,15,Alberta,1481806,214,198.93
TXN00276,2024-08-16,CUST0155,Webcam,75.13,2,SAVE15,Winnipeg,15,Manitoba,834678,136,127.72
TXN00277,2024-08-16,CUST0011,Noise-Cancelling Headphones,167.25,3,SAVE10,Quebec City,10,Quebec,839311,136,451.58
TXN00278,2024-11-23,CUST0015,Webcam,65.88,4,,Hamilton,0,Ontario,785184,37,263.52
TXN00279,2024-01-16,CUST0037,USB-C Hub,58.3,4,,Vancouver,0,British Columbia,2642825,349,233.2
TXN00280,2024-04-30,CUST0166,Mechanical Keyboard,87.58,4,SAVE10,Toronto,10,Ontario,6202225,244,315.29
TXN00281,2024-03-19,CUST0174,Desk Lamp,39.55,3,,Winnipeg,0,Manitoba,834678,286,118.65
TXN00282,2024-10-20,CUST0036,Mechanical Keyboard,90.52,4,,Calgary,0,Alberta,1481806,71,362.08
TXN00283,2024-02-28,CUST0007,Laptop Stand,49.48,4,SAVE10,Quebec City,10,Quebec,839311,306,178.13
TXN00284,2024-03-01,CUST0068,Fitness Tracker,89.41,4,,Kitchener-Cambridge-Waterloo,0,Ontario,575847,304,357.64
TXN00285,2024-12-21,CUST0126,Webcam,67.68,2,WELCOME20,Montreal,20,Quebec,4291732,9,108.29
TXN00286,2024-03-29,CUST0114,Smartphone Case,26.39,3,SAVE15,Edmonton,15,Alberta,1418118,276,67.29
TXN00287,2024-10-08,CUST0139,Mechanical Keyboard,86.22,3,WELCOME20,Vancouver,20,British Columbia,2642825,83,206.93
TXN00288,2024-07-04,CUST0131,USB-C Hub,51.49,2,WELCOME20,Vancouver,20,British Columbia,2642825,179,82.38
TXN00289,2024-09-09,CUST0007,Laptop Stand,45.94,5,,Winnipeg,0,Manitoba,834678,112,229.7
TXN00290,2024-03-07,CUST0157,Fitness Tracker,91.26,1,,Quebec City,0,Quebec,839311,298,91.26
TXN00291,2024-09-26,CUST0106,Smartphone Case,25.29,5,,Vancouver,0,British Columbia,2642825,95,126.45
TXN00292,2024-11-24,CUST0019,Noise-Cancelling Headphones,158.39,5,,Vancouver,0,British Columbia,2642825,36,791.95
TXN00293,2024-11-23,CUST0151,Fitness Tracker,79.36,2,SAVE5,Hamilton,5,Ontario,785184,37,150.78
TXN00294,2024-03-04,CUST0133,Wireless Mouse,27.91,2,,Edmonton,0,Alberta,1418118,301,55.82
TXN00295,2024-06-26,CUST0133,Laptop Stand,50.98,1,,Ottawa-Gatineau,0,Ontario/Quebec,1488307,187,50.98
TXN00296,2024-05-20,CUST0033,Fitness Tracker,86.87,5,SAVE10,Montreal,10,Quebec,4291732,224,390.92
TXN00297,2024-11-24,CUST0044,Fitness Tracker,86.31,5,,Vancouver,0,British Columbia,2642825,36,431.55
TXN00298,2024-11-05,CUST0087,Desk Lamp,42.69,5,,Toronto,0,Ontario,6202225,55,213.45
TXN00299,2024-01-24,CUST0165,Mechanical Keyboard,94.87,3,SAVE15,Ottawa-Gatineau,15,Ontario/Quebec,1488307,341,241.92
TXN00300,2024-08-01,CUST0159,Desk Lamp,41.06,4,SAVE15,Hamilton,15,Ontario,785184,151,139.6
TXN00301,2024-11-24,CUST0078,Webcam,71.75,4,,Winnipeg,0,Manitoba,834678,36,287.0
TXN00302,2024-12-18,CUST0016,Mechanical Keyboard,83.84,4,SAVE5,Winnipeg,5,Manitoba,834678,12,318.59
TXN00303,2024-06-23,CUST0156,Laptop Stand,43.88,3,SAVE15,Edmonton,15,Alberta,1418118,190,111.89
TXN00304,2024-03-07,CUST0095,Portable SSD,119.86,1,,Ottawa-Gatineau,0,Ontario/Quebec,1488307,298,119.86
TXN00305,2024-03-03,CUST0069,Smartphone Case,23.76,2,,Toronto,0,Ontario,6202225,302,47.52
TXN00306,2024-07-15,CUST0158,Webcam,70.82,2,WELCOME20,Edmonton,20,Alberta,1418118,168,113.31
TXN00307,2024-06-09,CUST0049,Desk Lamp,42.05,4,SAVE10,Winnipeg,10,Manitoba,834678,204,151.38
TXN00308,2024-06-06,CUST0128,Smartphone Case,21.71,4,SAVE10,Winnipeg,10,Manitoba,834678,207,78.16
TXN00309,2024-04-20,CUST0150,Laptop Stand,45.86,1,,Winnipeg,0,Manitoba,834678,254,45.86
TXN00310,2024-11-30,CUST0173,Desk Lamp,39.71,5,,Montreal,0,Quebec,4291732,30,198.55
TXN00311,2024-03-09,CUST0068,Portable SSD,124.94,4,,Toronto,0,Ontario,6202225,296,499.76
TXN00312,2024-01-27,CUST0146,Portable SSD,120.98,3,SAVE10,Calgary,10,Alberta,1481806,338,326.65
TXN00313,2024-07-16,CUST0130,Mechanical Keyboard,89.1,5,,Kitchener-Cambridge-Waterloo,0,Ontario,575847,167,445.5
TXN00314,2024-03-01,CUST0033,Desk Lamp,43.75,4,,Edmonton,0,Alberta,1418118,304,175.0
TXN00315,2024-07-06,CUST0037,Fitness Tracker,79.65,5,SAVE5,Hamilton,5,Ontario,785184,177,378.34
TXN00316,2024-01-24,CUST0010,Wireless Mouse,27.81,3,WELCOME20,Winnipeg,20,Manitoba,834678,341,66.74
TXN00317,2024-08-21,CUST0039,Fitness Tracker,86.55,5,,Edmonton,0,Alberta,1418118,131,432.75
TXN00318,2024-06-12,CUST0042,Desk Lamp,39.09,5,SAVE15,Calgary,15,Alberta,1481806,201,166.13
TXN00319,2024-06-21,CUST0130,Desk Lamp,42.57,5,SAVE5,Kitchener-Cambridge-Waterloo,5,Ontario,575847,192,202.21
TXN00320,2024-08-31,CUST0005,Webcam,70.1,1,SAVE5,Kitchener-Cambridge-Waterloo,5,Ontario,575847,121,66.59
TXN00321,2024-12-18,CUST0162,Webcam,65.18,4,,Kitchener-Cambridge-Waterloo,0,Ontario,575847,12,260.72
TXN00322,2024-04-26,CUST0014,Desk Lamp,40.62,2,SAVE10,Kitchener-Cambridge-Waterloo,10,Ontario,575847,248,73.12
TXN00323,2024-03-16,CUST0175,Portable SSD,113.34,5,SAVE15,Montreal,15,Quebec,4291732,289,481.7
TXN00324,2024-01-10,CUST0113,Laptop Stand,45.49,2,SAVE5,Ottawa-Gatineau,5,Ontario/Quebec,1488307,355,86.43
TXN00325,2024-09-13,CUST0157,Portable SSD,129.55,1,SAVE15,Vancouver,15,British Columbia,2642825,108,110.12
TXN00326,2024-04-16,CUST0144,Fitness Tracker,81.78,4,SAVE10,Quebec City,10,Quebec,839311,258,294.41
TXN00327,2024-03-29,CUST0118,Noise-Cancelling Headphones,173.18,3,SAVE10,Edmonton,10,Alberta,1418118,276,467.59
TXN00328,2024-11-08,CUST0124,Webcam,67.57,2,,Hamilton,0,Ontario,785184,52,135.14
TXN00329,2024-04-25,CUST0077,Webcam,75.9,2,SAVE15,Winnipeg,15,Manitoba,834678,249,129.03
TXN00330,2024-09-02,CUST0090,Noise-Cancelling Headphones,161.93,3,,Montreal,0,Quebec,4291732,119,485.79
TXN00331,2024-12-12,CUST0140,Desk Lamp,38.99,4,WELCOME20,Edmonton,20,Alberta,1418118,18,124.77
TXN00332,2024-05-28,CUST0011,USB-C Hub,52.19,1,,Winnipeg,0,Manitoba,834678,216,52.19
TXN00333,2024-09-02,CUST0055,Webcam,67.71,5,,Hamilton,0,Ontario,785184,119,338.55
TXN00334,2024-03-11,CUST0028,Webcam,73.67,5,,Ottawa-Gatineau,0,Ontario/Quebec,1488307,294,368.35
TXN00335,2024-12-08,CUST0136,Wireless Mouse,28.34,2,,Montreal,0,Quebec,4291732,22,56.68
TXN00336,2024-06-18,CUST0121,Portable SSD,109.95,2,,Hamilton,0,Ontario,785184,195,219.9
TXN00337,2024-07-27,CUST0168,USB-C Hub,59.24,4,SAVE5,Ottawa-Gatineau,5,Ontario/Quebec,1488307,156,225.11
TXN00338,2024-06-13,CUST0074,Webcam,74.1,1,SAVE15,Kitchener-Cambridge-Waterloo,15,Ontario,575847,200,62.98
TXN00339,2024-09-30,CUST0010,Laptop Stand,51.16,2,SAVE5,Vancouver,5,British Columbia,2642825,91,97.2
TXN00340,2024-07-22,CUST0127,Wireless Mouse,28.11,3,,Toronto,0,Ontario,6202225,161,84.33
TXN00341,2024-10-17,CUST0155,Webcam,66.35,3,,Winnipeg,0,Manitoba,834678,74,199.05
TXN00342,2024-09-25,CUST0127,Fitness Tracker,91.35,2,WELCOME20,Hamilton,20,Ontario,785184,96,146.16
TXN00343,2024-05-19,CUST0050,Smartphone Case,25.48,3,,Winnipeg,0,Manitoba,834678,225,76.44
TXN00344,2024-04-05,CUST0004,Webcam,75.41,3,SAVE10,Ottawa-Gatineau,10,Ontario/Quebec,1488307,269,203.61
TXN00345,2024-11-08,CUST0164,USB-C Hub,58.83,4,SAVE10,Edmonton,10,Alberta,1418118,52,211.79
TXN00346,2024-07-24,CUST0172,Mechanical Keyboard,82.71,2,SAVE5,Edmonton,5,Alberta,1418118,159,157.15
TXN00347,2024-01-04,CUST0067,Laptop Stand,46.15,4,WELCOME20,Calgary,20,Alberta,1481806,361,147.68
TXN00348,2024-06-03,CUST0150,Noise-Cancelling Headphones,167.12,1,,Edmonton,0,Alberta,1418118,210,167.12
TXN00349,2024-02-01,CUST0171,Laptop Stand,43.64,3,,Quebec City,0,Quebec,839311,333,130.92
TXN00350,2024-12-26,CUST0080,Fitness Tracker,87.98,3,,Kitchener-Cambridge-Waterloo,0,Ontario,575847,4,263.94
TXN00351,2024-04-22,CUST0035,Laptop Stand,47.04,4,SAVE15,Kitchener-Cambridge-Waterloo,15,Ontario,575847,252,159.94
TXN00352,2024-07-31,CUST0180,Noise-Cancelling Headphones,161.57,4,WELCOME20,Hamilton,20,Ontario,785184,152,517.02
TXN00353,2024-05-06,CUST0175,Laptop Stand,49.66,1,SAVE10,Winnipeg,10,Manitoba,834678,238,44.69
TXN00354,2024-12-26,CUST0093,Fitness Tracker,77.6,5,,Toronto,0,Ontario,6202225,4,388.0
TXN00355,2024-09-15,CUST0052,Fitness Tracker,85.98,2,,Edmonton,0,Alberta,1418118,106,171.96
TXN00356,2024-08-14,CUST0030,Fitness Tracker,87.81,5,SAVE5,Montreal,5,Quebec,4291732,138,417.1
TXN00357,2024-08-16,CUST0015,Fitness Tracker,83.96,5,SAVE5,Winnipeg,5,Manitoba,834678,136,398.81
TXN00358,2024-01-30,CUST0144,Desk Lamp,39.65,3,SAVE15,Toronto,15,Ontario,6202225,335,101.11
TXN00359,2024-05-10,CUST0001,Portable SSD,125.37,5,,Toronto,0,Ontario,6202225,234,626.85
TXN00360,2024-06-25,CUST0180,Portable SSD,109.07,1,,Winnipeg,0,Manitoba,834678,188,109.07
TXN00361,2024-05-26,CUST0105,Wireless Mouse,28.07,2,WELCOME20,Quebec City,20,Quebec,839311,218,44.91
TXN00362,2024-07-14,CUST0115,Noise-Cancelling Headphones,171.82,4,SAVE5,Montreal,5,Quebec,4291732,169,652.92
TXN00363,2024-03-09,CUST0168,Fitness Tracker,90.86,1,,Hamilton,0,Ontario,785184,296,90.86
TXN00364,2024-09-27,CUST0033,Portable SSD,124.95,2,WELCOME20,Toronto,20,Ontario,6202225,94,199.92
TXN00365,2024-06-01,CUST0119,Wireless Mouse,31.03,5,SAVE5,Hamilton,5,Ontario,785184,212,147.39
TXN00366,2024-04-27,CUST0064,Portable SSD,118.56,2,,Ottawa-Gatineau,0,Ontario/Quebec,1488307,247,237.12
TXN00367,2024-01-17,CUST0170,Mechanical Keyboard,88.54,1,,Ottawa-Gatineau,0,Ontario/Quebec,1488307,348,88.54
TXN00368,2024-02-21,CUST0153,Mechanical Keyboard,81.6,5,SAVE15,Toronto,15,Ontario,6202225,313,346.8
TXN00369,2024-01-23,CUST0103,Laptop Stand,46.67,5,,Toronto,0,Ontario,6202225,342,233.35
TXN00370,2024-09-14,CUST0075,USB-C Hub,51.6,5,,Kitchener-Cambridge-Waterloo,0,Ontario,575847,107,258.0
TXN00371,2024-12-10,CUST0083,Desk Lamp,37.85,2,SAVE15,Hamilton,15,Ontario,785184,20,64.34
TXN00372,2024-07-30,CUST0077,Laptop Stand,45.13,5,SAVE10,Vancouver,10,British Columbia,2642825,153,203.08
TXN00373,2024-10-11,CUST0127,Portable SSD,108.67,3,SAVE15,Quebec City,15,Quebec,839311,80,277.11
TXN00374,2024-06-12,CUST0179,Fitness Tracker,83.33,2,,Quebec City,0,Quebec,839311,201,166.66
TXN00375,2024-10-02,CUST0122,USB-C Hub,51.68,2,,Vancouver,0,British Columbia,2642825,89,103.36
TXN00376,2024-01-30,CUST0144,Smartphone Case,23.58,4,SAVE10,Hamilton,10,Ontario,785184,335,84.89
TXN00377,2024-07-17,CUST0063,USB-C Hub,51.83,3,SAVE15,Montreal,15,Quebec,4291732,166,132.17
TXN00378,2024-07-08,CUST0024,Smartphone Case,24.17,2,,Calgary,0,Alberta,1481806,175,48.34
TXN00379,2024-12-10,CUST0155,Portable SSD,121.96,1,,Kitchener-Cambridge-Waterloo,0,Ontario,575847,20,121.96
TXN00380,2024-04-21,CUST0123,Fitness Tracker,79.82,3,,Toronto,0,Ontario,6202225,253,239.46
TXN00381,2024-04-07,CUST0031,Laptop Stand,49.58,4,,Kitchener-Cambridge-Waterloo,0,Ontario,575847,267,198.32
TXN00382,2024-07-22,CUST0062,Laptop Stand,47.74,3,SAVE5,Winnipeg,5,Manitoba,834678,161,136.06
TXN00383,2024-11-28,CUST0092,Fitness Tracker,81.5,3,SAVE10,Winnipeg,10,Manitoba,834678,32,220.05
TXN00384,2024-02-20,CUST0121,Smartphone Case,25.26,3,,Edmonton,0,Alberta,1418118,314,75.78
TXN00385,2024-07-30,CUST0012,Noise-Cancelling Headphones,161.99,2,SAVE15,Vancouver,15,British Columbia,2642825,153,275.38
TXN00386,2024-05-13,CUST0142,Wireless Mouse,32.6,5,SAVE15,Quebec City,15,Quebec,839311,231,138.55
TXN00387,2024-03-19,CUST0051,Webcam,69.55,4,SAVE10,Ottawa-Gatineau,10,Ontario/Quebec,1488307,286,250.38
TXN00388,2024-10-08,CUST0168,Smartphone Case,26.13,3,,Winnipeg,0,Manitoba,834678,83,78.39
TXN00389,2024-08-23,CUST0044,Smartphone Case,25.12,3,,Vancouver,0,British Columbia,2642825,129,75.36
TXN00390,2024-09-07,CUST0048,Fitness Tracker,91.82,5,SAVE15,Toronto,15,Ontario,6202225,114,390.23
TXN00391,2024-01-18,CUST0020,Fitness Tracker,92.3,1,WELCOME20,Toronto,20,Ontario,6202225,347,73.84
TXN00392,2024-03-11,CUST0162,Portable SSD,113.08,2,,Ottawa-Gatineau,0,Ontario/Quebec,1488307,294,226.16
TXN00393,2024-08-21,CUST0096,Fitness Tracker,77.3,5,SAVE5,Winnipeg,5,Manitoba,834678,131,367.17
TXN00394,2024-01-04,CUST0137,Wireless Mouse,30.3,1,,Hamilton,0,Ontario,785184,361,30.3
TXN00395,2024-10-01,CUST0074,Webcam,65.05,4,WELCOME20,Vancouver,20,British Columbia,2642825,90,208.16
TXN00396,2024-02-19,CUST0135,Mechanical Keyboard,83.67,2,SAVE10,Hamilton,10,Ontario,785184,315,150.61
TXN00397,2024-06-30,CUST0069,Webcam,76.25,1,,Quebec City,0,Quebec,839311,183,76.25
TXN00398,2024-10-16,CUST0063,Smartphone Case,26.35,2,,Montreal,0,Quebec,4291732,75,52.7
TXN00399,2024-02-17,CUST0104,Wireless Mouse,29.27,5,SAVE5,Toronto,5,Ontario,6202225,317,139.03
TXN00400,2024-12-25,CUST0044,Wireless Mouse,27.49,4,SAVE15,Edmonton,15,Alberta,1418118,5,93.47
TXN00401,2024-02-18,CUST0136,Desk Lamp,43.3,2,,Kitchener-Cambridge-Waterloo,0,Ontario,575847,316,86.6
TXN00402,2024-05-18,CUST0012,Smartphone Case,26.04,3,SAVE10,Kitchener-Cambridge-Waterloo,10,Ontario,575847,226,70.31
TXN00403,2024-04-01,CUST0081,Wireless Mouse,27.08,2,SAVE10,Vancouver,10,British Columbia,2642825,273,48.74
TXN00404,2024-02-09,CUST0077,Portable SSD,111.43,2,SAVE10,Quebec City,10,Quebec,839311,325,200.57
TXN00405,2024-06-18,CUST0099,Fitness Tracker,89.08,2,WELCOME20,Montreal,20,Quebec,4291732,195,142.53
TXN00406,2024-06-26,CUST0014,Fitness Tracker,77.93,2,WELCOME20,Montreal,20,Quebec,4291732,187,124.69
TXN00407,2024-11-05,CUST0158,Noise-Cancelling Headphones,174.54,4,WELCOME20,Edmonton,20,Alberta,1418118,55,558.53
TXN00408,2024-11-20,CUST0070,Wireless Mouse,31.69,4,SAVE5,Ottawa-Gatineau,5,Ontario/Quebec,1488307,40,120.42
TXN00409,2024-10-10,CUST0097,Noise-Cancelling Headphones,157.81,5,SAVE15,Quebec City,15,Quebec,839311,81,670.69
TXN00410,2024-11-12,CUST0076,Mechanical Keyboard,95.35,1,,Calgary,0,Alberta,1481806,48,95.35
TXN00411,2024-07-13,CUST0163,USB-C Hub,50.73,4,,Edmonton,0,Alberta,1418118,170,202.92
TXN00412,2024-02-16,CUST0002,Mechanical Keyboard,97.96,4,,Calgary,0,Alberta,1481806,318,391.84
TXN00413,2024-03-08,CUST0023,Mechanical Keyboard,84.36,4,SAVE10,Hamilton,10,Ontario,785184,297,303.7
TXN00414,2024-07-27,CUST0027,Fitness Tracker,76.72,3,SAVE10,Montreal,10,Quebec,4291732,156,207.14
TXN00415,2024-11-02,CUST0084,Desk Lamp,42.86,1,,Quebec City,0,Quebec,839311,58,42.86
TXN00416,2024-02-13,CUST0144,Portable SSD,129.18,2,SAVE10,Hamilton,10,Ontario,785184,321,232.52
TXN00417,2024-12-16,CUST0098,USB-C Hub,50.9,3,,Calgary,0,Alberta,1481806,14,152.7
TXN00418,2024-03-15,CUST0017,Smartphone Case,22.4,3,SAVE5,Calgary,5,Alberta,1481806,290,63.84
TXN00419,2024-02-09,CUST0093,Smartphone Case,22.81,2,SAVE15,Winnipeg,15,Manitoba,834678,325,38.78
TXN00420,2024-11-11,CUST0051,Desk Lamp,39.61,2,,Toronto,0,Ontario,6202225,49,79.22
TXN00421,2024-06-19,CUST0159,Portable SSD,116.63,3,SAVE5,Edmonton,5,Alberta,1418118,194,332.4
TXN00422,2024-11-29,CUST0153,Portable SSD,110.8,3,SAVE10,Ottawa-Gatineau,10,Ontario/Quebec,1488307,31,299.16
TXN00423,2024-06-09,CUST0046,Smartphone Case,26.23,3,,Winnipeg,0,Manitoba,834678,204,78.69
TXN00424,2024-05-04,CUST0084,Desk Lamp,38.96,4,,Montreal,0,Quebec,4291732,240,155.84
TXN00425,2024-04-12,CUST0152,Desk Lamp,43.92,2,SAVE15,Hamilton,15,Ontario,785184,262,74.66
TXN00426,2024-08-24,CUST0054,Wireless Mouse,29.62,3,WELCOME20,Montreal,20,Quebec,4291732,128,71.09
TXN00427,2024-12-10,CUST0128,Portable SSD,110.88,3,,Calgary,0,Alberta,1481806,20,332.64
TXN00428,2024-08-04,CUST0097,USB-C Hub,49.86,5,SAVE5,Kitchener-Cambridge-Waterloo,5,Ontario,575847,148,236.84
TXN00429,2024-09-30,CUST0130,Portable SSD,129.62,4,SAVE10,Toronto,10,Ontario,6202225,91,466.63
TXN00430,2024-12-25,CUST0138,Noise-Cancelling Headphones,162.99,1,,Ottawa-Gatineau,0,Ontario/Quebec,1488307,5,162.99
TXN00431,2024-03-26,CUST0166,Noise-Cancelling Headphones,163.6,5,SAVE15,Quebec City,15,Quebec,839311,279,695.3
TXN00432,2024-08-08,CUST0028,Noise-Cancelling Headphones,144.33,3,,Hamilton,0,Ontario,785184,144,432.99
TXN00433,2024-10-12,CUST0149,Fitness Tracker,87.93,2,SAVE5,Edmonton,5,Alberta,1418118,79,167.07
TXN00434,2024-08-25,CUST0174,Portable SSD,121.62,5,,Edmonton,0,Alberta,1418118,127,608.1
TXN00435,2024-09-04,CUST0027,Wireless Mouse,28.76,1,,Vancouver,0,British Columbia,2642825,117,28.76
TXN00436,2024-06-08,CUST0088,Noise-Cancelling Headphones,158.56,2,SAVE10,Winnipeg,10,Manitoba,834678,205,285.41
TXN00437,2024-08-31,CUST0025,Noise-Cancelling Headphones,158.01,4,,Montreal,0,Quebec,4291732,121,632.04
TXN00438,2024-01-23,CUST0030,Webcam,65.13,3,SAVE15,Montreal,15,Quebec,4291732,342,166.08
TXN00439,2024-05-04,CUST0133,USB-C Hub,50.95,2,,Hamilton,0,Ontario,785184,240,101.9
TXN00440,2024-08-24,CUST0060,Portable SSD,126.62,2,,Quebec City,0,Quebec,839311,128,253.24
TXN00441,2024-01-15,CUST0158,Portable SSD,128.66,4,SAVE10,Quebec City,10,Quebec,839311,350,463.18
TXN00442,2024-01-03,CUST0055,Portable SSD,112.47,1,SAVE10,Montreal,10,Quebec,4291732,362,101.22
TXN00443,2024-04-05,CUST0094,Fitness Tracker,81.8,4,,Calgary,0,Alberta,1481806,269,327.2
TXN00444,2024-09-27,CUST0164,Smartphone Case,23.1,4,SAVE10,Quebec City,10,Quebec,839311,94,83.16
TXN00445,2024-02-28,CUST0090,Desk Lamp,38.77,4,SAVE10,Vancouver,10,British Columbia,2642825,306,139.57
TXN00446,2024-11-10,CUST0152,Webcam,66.02,2,,Montreal,0,Quebec,4291732,50,132.04
TXN00447,2024-06-05,CUST0030,Laptop Stand,44.25,2,SAVE10,Quebec City,10,Quebec,839311,208,79.65
TXN00448,2024-11-01,CUST0036,Portable SSD,121.29,4,,Winnipeg,0,Manitoba,834678,59,485.16
TXN00449,2024-12-21,CUST0166,Fitness Tracker,92.05,2,SAVE10,Vancouver,10,British Columbia,2642825,9,165.69
TXN00450,2024-05-27,CUST0036,Smartphone Case,22.5,4,SAVE10,Toronto,10,Ontario,6202225,217,81.0
TXN00451,2024-01-05,CUST0125,Noise-Cancelling Headphones,148.36,4,SAVE10,Hamilton,10,Ontario,785184,360,534.1
TXN00452,2024-07-28,CUST0176,Smartphone Case,23.96,4,SAVE5,Vancouver,5,British Columbia,2642825,155,91.05
TXN00453,2024-10-16,CUST0008,Mechanical Keyboard,95.32,2,,Toronto,0,Ontario,6202225,75,190.64
TXN00454,2024-04-25,CUST0138,Webcam,68.96,4,SAVE10,Winnipeg,10,Manitoba,834678,249,248.26
