transaction_id,date,customer_id,product,price,quantity,coupon_code,shipping_city
TXN00313,2024-07-16,CUST0130,Mechanical Keyboard,89.1,5,,Kitchener-Cambridge-Waterloo
TXN00314,2024-03-01,CUST0033,Desk Lamp,43.75,4,,Edmonton
TXN00315,2024-07-06,CUST0037,Fitness Tracker,79.65,5,SAVE5,Hamilton
TXN00316,2024-01-24,CUST0010,Wireless Mouse,27.81,3,WELCOME20,Winnipeg
TXN00317,2024-08-21,CUST0039,Fitness Tracker,86.55,5,,Edmonton
TXN00318,2024-06-12,CUST0042,Desk Lamp,39.09,5,SAVE15,Calgary
TXN00319,2024-06-21,CUST0130,Desk Lamp,42.57,5,SAVE5,Kitchener-Cambridge-Waterloo
TXN00320,2024-08-31,CUST0005,Webcam,70.1,1,SAVE5,Kitchener-Cambridge-Waterloo
TXN00321,2024-12-18,CUST0162,Webcam,65.18,4,,Kitchener-Cambridge-Waterloo
TXN00322,2024-04-26,CUST0014,Desk Lamp,40.62,2,SAVE10,Kitchener-Cambridge-Waterloo
TXN00323,2024-03-16,CUST0175,Portable SSD,113.34,5,SAVE15,Montreal
TXN00324,2024-01-10,CUST0113,Laptop Stand,45.49,2,SAVE5,Ottawa-Gatineau
TXN00325,2024-09-13,CUST0157,Portable SSD,129.55,1,SAVE15,Vancouver
TXN00326,2024-04-16,CUST0144,Fitness Tracker,81.78,4,SAVE10,Quebec City
TXN00327,2024-03-29,CUST0118,Noise-Cancelling Headphones,173.18,3,SAVE10,Edmonton
TXN00328,2024-11-08,CUST0124,Webcam,67.57,2,,Hamilton
TXN00329,2024-04-25,CUST0077,Webcam,75.9,2,SAVE15,Winnipeg
TXN00330,2024-09-02,CUST0090,Noise-Cancelling Headphones,161.93,3,,Montreal
TXN00331,2024-12-12,CUST0140,Desk Lamp,38.99,4,WELCOME20,Edmonton
TXN00332,2024-05-28,CUST0011,USB-C Hub,52.19,1,,Winnipeg
TXN00333,2024-09-02,CUST0055,Webcam,67.71,5,,Hamilton
TXN00334,2024-03-11,CUST0028,Webcam,73.67,5,,Ottawa-Gatineau
TXN00335,2024-12-08,CUST0136,Wireless Mouse,28.34,2,,Montreal
TXN00336,2024-06-18,CUST0121,Portable SSD,109.95,2,,Hamilton
TXN00337,2024-07-27,CUST0168,USB-C Hub,59.24,4,SAVE5,Ottawa-Gatineau
TXN00338,2024-06-13,CUST0074,Webcam,74.1,1,SAVE15,Kitchener-Cambridge-Waterloo
TXN00339,2024-09-30,CUST0010,Laptop Stand,51.16,2,SAVE5,Vancouver
TXN00340,2024-07-22,CUST0127,Wireless Mouse,28.11,3,,Toronto
TXN00341,2024-10-17,CUST0155,Webcam,66.35,3,,Winnipeg
TXN00342,2024-09-25,CUST0127,Fitness Tracker,91.35,2,WELCOME20,Hamilton
TXN00343,2024-05-19,CUST0050,Smartphone Case,25.48,3,,Winnipeg
TXN00344,2024-04-05,CUST0004,Webcam,75.41,3,SAVE10,Ottawa-Gatineau
TXN00345,2024-11-08,CUST0164,USB-C Hub,58.83,4,SAVE10,Edmonton
TXN00346,2024-07-24,CUST0172,Mechanical Keyboard,82.71,2,SAVE5,Edmonton
TXN00347,2024-01-04,CUST0067,Laptop Stand,46.15,4,WELCOME20,Calgary
TXN00348,2024-06-03,CUST0150,Noise-Cancelling Headphones,167.12,1,,Edmonton
TXN00349,2024-02-01,CUST0171,Laptop Stand,43.64,3,,Quebec City
TXN00350,2024-12-26,CUST0080,Fitness Tracker,87.98,3,,Kitchener-Cambridge-Waterloo
TXN00351,2024-04-22,CUST0035,Laptop Stand,47.04,4,SAVE15,Kitchener-Cambridge-Waterloo
TXN00352,2024-07-31,CUST0180,Noise-Cancelling Headphones,161.57,4,WELCOME20,Hamilton
TXN00353,2024-05-06,CUST0175,Laptop Stand,49.66,1,SAVE10,Winnipeg
TXN00354,2024-12-26,CUST0093,Fitness Tracker,77.6,5,,Toronto
TXN00355,2024-09-15,CUST0052,Fitness Tracker,85.98,2,,Edmonton
TXN00356,2024-08-14,CUST0030,Fitness Tracker,87.81,5,SAVE5,Montreal
TXN00357,2024-08-16,CUST0015,Fitness Tracker,83.96,5,SAVE5,Winnipeg
TXN00358,2024-01-30,CUST0144,Desk Lamp,39.65,3,SAVE15,Toronto
TXN00359,2024-05-10,CUST0001,Portable SSD,125.37,5,,Toronto
TXN00360,2024-06-25,CUST0180,Portable SSD,109.07,1,,Winnipeg
TXN00361,2024-05-26,CUST0105,Wireless Mouse,28.07,2,WELCOME20,Quebec City
TXN00362,2024-07-14,CUST0115,Noise-Cancelling Headphones,171.82,4,SAVE5,Montreal
TXN00363,2024-03-09,CUST0168,Fitness Tracker,90.86,1,,Hamilton
TXN00364,2024-09-27,CUST0033,Portable SSD,124.95,2,WELCOME20,Toronto
TXN00365,2024-06-01,CUST0119,Wireless Mouse,31.03,5,SAVE5,Hamilton
TXN00366,2024-04-27,CUST0064,Portable SSD,118.56,2,,Ottawa-Gatineau
TXN00367,2024-01-17,CUST0170,Mechanical Keyboard,88.54,1,,Ottawa-Gatineau
TXN00368,2024-02-21,CUST0153,Mechanical Keyboard,81.6,5,SAVE15,Toronto
TXN00369,2024-01-23,CUST0103,Laptop Stand,46.67,5,,Toronto
TXN00370,2024-09-14,CUST0075,USB-C Hub,51.6,5,,Kitchener-Cambridge-Waterloo
TXN00371,2024-12-10,CUST0083,Desk Lamp,37.85,2,SAVE15,Hamilton
TXN00372,2024-07-30,CUST0077,Laptop Stand,45.13,5,SAVE10,Vancouver
TXN00373,2024-10-11,CUST0127,Portable SSD,108.67,3,SAVE15,Quebec City
TXN00374,2024-06-12,CUST0179,Fitness Tracker,83.33,2,,Quebec City
TXN00375,2024-10-02,CUST0122,USB-C Hub,51.68,2,,Vancouver
TXN00376,2024-01-30,CUST0144,Smartphone Case,23.58,4,SAVE10,Hamilton
TXN00377,2024-07-17,CUST0063,USB-C Hub,51.83,3,SAVE15,Montreal
TXN00378,2024-07-08,CUST0024,Smartphone Case,24.17,2,,Calgary
TXN00379,2024-12-10,CUST0155,Portable SSD,121.96,1,,Kitchener-Cambridge-Waterloo
TXN00380,2024-04-21,CUST0123,Fitness Tracker,79.82,3,,Toronto
TXN00381,2024-04-07,CUST0031,Laptop Stand,49.58,4,,Kitchener-Cambridge-Waterloo
TXN00382,2024-07-22,CUST0062,Laptop Stand,47.74,3,SAVE5,Winnipeg
TXN00383,2024-11-28,CUST0092,Fitness Tracker,81.5,3,SAVE10,Winnipeg
TXN00384,2024-02-20,CUST0121,Smartphone Case,25.26,3,,Edmonton
TXN00385,2024-07-30,CUST0012,Noise-Cancelling Headphones,161.99,2,SAVE15,Vancouver
TXN00386,2024-05-13,CUST0142,Wireless Mouse,32.6,5,SAVE15,Quebec City
TXN00387,2024-03-19,CUST0051,Webcam,69.55,4,SAVE10,Ottawa-Gatineau
TXN00388,2024-10-08,CUST0168,Smartphone Case,26.13,3,,Winnipeg
TXN00389,2024-08-23,CUST0044,Smartphone Case,25.12,3,,Vancouver
TXN00390,2024-09-07,CUST0048,Fitness Tracker,91.82,5,SAVE15,Toronto
TXN00391,2024-01-18,CUST0020,Fitness Tracker,92.3,1,WELCOME20,Toronto
TXN00392,2024-03-11,CUST0162,Portable SSD,113.08,2,,Ottawa-Gatineau
TXN00393,2024-08-21,CUST0096,Fitness Tracker,77.3,5,SAVE5,Winnipeg
TXN00394,2024-01-04,CUST0137,Wireless Mouse,30.3,1,,Hamilton
TXN00395,2024-10-01,CUST0074,Webcam,65.05,4,WELCOME20,Vancouver
TXN00396,2024-02-19,CUST0135,Mechanical Keyboard,83.67,2,SAVE10,Hamilton
TXN00397,2024-06-30,CUST0069,Webcam,76.25,1,,Quebec City
TXN00398,2024-10-16,CUST0063,Smartphone Case,26.35,2,,Montreal
TXN00399,2024-02-17,CUST0104,Wireless Mouse,29.27,5,SAVE5,Toronto
TXN00400,2024-12-25,CUST0044,Wireless Mouse,27.49,4,SAVE15,Edmonton
TXN00401,2024-02-18,CUST0136,Desk Lamp,43.3,2,,Kitchener-Cambridge-Waterloo
TXN00402,2024-05-18,CUST0012,Smartphone Case,26.04,3,SAVE10,Kitchener-Cambridge-Waterloo
TXN00403,2024-04-01,CUST0081,Wireless Mouse,27.08,2,SAVE10,Vancouver
TXN00404,2024-02-09,CUST0077,Portable SSD,111.43,2,SAVE10,Quebec City
TXN00405,2024-06-18,CUST0099,Fitness Tracker,89.08,2,WELCOME20,Montreal
TXN00406,2024-06-26,CUST0014,Fitness Tracker,77.93,2,WELCOME20,Montreal
TXN00407,2024-11-05,CUST0158,Noise-Cancelling Headphones,174.54,4,WELCOME20,Edmonton
TXN00408,2024-11-20,CUST0070,Wireless Mouse,31.69,4,SAVE5,Ottawa-Gatineau
TXN00409,2024-10-10,CUST0097,Noise-Cancelling Headphones,157.81,5,SAVE15,Quebec City
TXN00410,2024-11-12,CUST0076,Mechanical Keyboard,95.35,1,,Calgary
TXN00411,2024-07-13,CUST0163,USB-C Hub,50.73,4,,Edmonton
TXN00412,2024-02-16,CUST0002,Mechanical Keyboard,97.96,4,,Calgary
TXN00413,2024-03-08,CUST0023,Mechanical Keyboard,84.36,4,SAVE10,Hamilton
TXN00414,2024-07-27,CUST0027,Fitness Tracker,76.72,3,SAVE10,Montreal
TXN00415,2024-11-02,CUST0084,Desk Lamp,42.86,1,,Quebec City
TXN00416,2024-02-13,CUST0144,Portable SSD,129.18,2,SAVE10,Hamilton
TXN00417,2024-12-16,CUST0098,USB-C Hub,50.9,3,,Calgary
TXN00418,2024-03-15,CUST0017,Smartphone Case,22.4,3,SAVE5,Calgary
TXN00419,2024-02-09,CUST0093,Smartphone Case,22.81,2,SAVE15,Winnipeg
TXN00420,2024-11-11,CUST0051,Desk Lamp,39.61,2,,Toronto
TXN00421,2024-06-19,CUST0159,Portable SSD,116.63,3,SAVE5,Edmonton
TXN00422,2024-11-29,CUST0153,Portable SSD,110.8,3,SAVE10,Ottawa-Gatineau
TXN00423,2024-06-09,CUST0046,Smartphone Case,26.23,3,,Winnipeg
TXN00424,2024-05-04,CUST0084,Desk Lamp,38.96,4,,Montreal
TXN00425,2024-04-12,CUST0152,Desk Lamp,43.92,2,SAVE15,Hamilton
TXN00426,2024-08-24,CUST0054,Wireless Mouse,29.62,3,WELCOME20,Montreal
TXN00427,2024-12-10,CUST0128,Portable SSD,110.88,3,,Calgary
TXN00428,2024-08-04,CUST0097,USB-C Hub,49.86,5,SAVE5,Kitchener-Cambridge-Waterloo
TXN00429,2024-09-30,CUST0130,Portable SSD,129.62,4,SAVE10,Toronto
TXN00430,2024-12-25,CUST0138,Noise-Cancelling Headphones,162.99,1,,Ottawa-Gatineau
TXN00431,2024-03-26,CUST0166,Noise-Cancelling Headphones,163.6,5,SAVE15,Quebec City
TXN00432,2024-08-08,CUST0028,Noise-Cancelling Headphones,144.33,3,,Hamilton
TXN00433,2024-10-12,CUST0149,Fitness Tracker,87.93,2,SAVE5,Edmonton
TXN00434,2024-08-25,CUST0174,Portable SSD,121.62,5,,Edmonton
TXN00435,2024-09-04,CUST0027,Wireless Mouse,28.76,1,,Vancouver
TXN00436,2024-06-08,CUST0088,Noise-Cancelling Headphones,158.56,2,SAVE10,Winnipeg
TXN00437,2024-08-31,CUST0025,Noise-Cancelling Headphones,158.01,4,,Montreal
TXN00438,2024-01-23,CUST0030,Webcam,65.13,3,SAVE15,Montreal
TXN00439,2024-05-04,CUST0133,USB-C Hub,50.95,2,,Hamilton
TXN00440,2024-08-24,CUST0060,Portable SSD,126.62,2,,Quebec City
TXN00441,2024-01-15,CUST0158,Portable SSD,128.66,4,SAVE10,Quebec City
TXN00442,2024-01-03,CUST0055,Portable SSD,112.47,1,SAVE10,Montreal
TXN00443,2024-04-05,CUST0094,Fitness Tracker,81.8,4,,Calgary
TXN00444,2024-09-27,CUST0164,Smartphone Case,23.1,4,SAVE10,Quebec City
TXN00445,2024-02-28,CUST0090,Desk Lamp,38.77,4,SAVE10,Vancouver
TXN00446,2024-11-10,CUST0152,Webcam,66.02,2,,Montreal
TXN00447,2024-06-05,CUST0030,Laptop Stand,44.25,2,SAVE10,Quebec City
TXN00448,2024-11-01,CUST0036,Portable SSD,121.29,4,,Winnipeg
TXN00449,2024-12-21,CUST0166,Fitness Tracker,92.05,2,SAVE10,Vancouver
TXN00450,2024-05-27,CUST0036,Smartphone Case,22.5,4,SAVE10,Toronto
TXN00451,2024-01-05,CUST0125,Noise-Cancelling Headphones,148.36,4,SAVE10,Hamilton
TXN00452,2024-07-28,CUST0176,Smartphone Case,23.96,4,SAVE5,Vancouver
TXN00453,2024-10-16,CUST0008,Mechanical Keyboard,95.32,2,,Toronto
TXN00454,2024-04-25,CUST0138,Webcam,68.96,4,SAVE10,Winnipeg
TXN00455,2024-09-18,CUST0029,Fitness Tracker,85.98,3,WELCOME20,Hamilton
TXN00456,2024-10-04,CUST0011,Noise-Cancelling Headphones,168.31,4,SAVE10,Ottawa-Gatineau
TXN00457,2024-02-22,CUST0168,Portable SSD,125.51,3,WELCOME20,Toronto
TXN00458,2024-05-14,CUST0090,Smartphone Case,25.74,1,SAVE5,Montreal
TXN00459,2024-04-17,CUST0151,Laptop Stand,49.04,5,SAVE15,Quebec City
TXN00460,2024-11-11,CUST0036,USB-C Hub,57.6,2,WELCOME20,Toronto
TXN00461,2024-06-28,CUST0137,Desk Lamp,38.2,5,,Edmonton
TXN00462,2024-05-28,CUST0147,Webcam,68.65,5,SAVE15,Montreal
TXN00463,2024-07-29,CUST0016,USB-C Hub,59.87,2,SAVE15,Vancouver
TXN00464,2024-03-15,CUST0083,Laptop Stand,50.35,4,SAVE5,Vancouver
TXN00465,2024-11-19,CUST0069,Desk Lamp,40.97,4,SAVE5,Montreal
TXN00466,2024-07-25,CUST0132,Mechanical Keyboard,94.49,3,SAVE5,Winnipeg
TXN00467,2024-10-24,CUST0001,Noise-Cancelling Headphones,171.79,1,SAVE15,Winnipeg
TXN00468,2024-02-02,CUST0137,Noise-Cancelling Headphones,156.72,4,WELCOME20,Ottawa-Gatineau
TXN00469,2024-05-17,CUST0083,Smartphone Case,25.58,3,SAVE10,Kitchener-Cambridge-Waterloo
TXN00470,2024-10-16,CUST0125,USB-C Hub,57.64,1,,Montreal
TXN00471,2024-01-09,CUST0032,Smartphone Case,26.06,2,SAVE5,Winnipeg
TXN00472,2024-08-07,CUST0052,Wireless Mouse,32.96,2,SAVE15,Calgary
TXN00473,2024-05-20,CUST0024,USB-C Hub,56.19,3,,Edmonton
TXN00474,2024-01-27,CUST0102,USB-C Hub,55.87,2,SAVE5,Montreal
TXN00475,2024-01-01,CUST0055,Mechanical Keyboard,89.57,2,SAVE10,Ottawa-Gatineau
TXN00476,2024-12-14,CUST0114,Fitness Tracker,76.43,3,WELCOME20,Montreal
TXN00477,2024-12-21,CUST0034,Portable SSD,118.97,2,SAVE5,Montreal
TXN00478,2024-02-22,CUST0081,Mechanical Keyboard,87.61,3,,Quebec City
TXN00479,2024-11-24,CUST0174,USB-C Hub,50.61,5,SAVE10,Toronto
TXN00480,2024-11-28,CUST0043,Desk Lamp,39.47,2,SAVE15,Vancouver
TXN00481,2024-11-11,CUST0176,Portable SSD,118.12,2,,Montreal
TXN00482,2024-03-04,CUST0151,USB-C Hub,57.01,3,SAVE5,Edmonton
TXN00483,2024-05-06,CUST0071,USB-C Hub,56.08,2,SAVE10,Kitchener-Cambridge-Waterloo
TXN00484,2024-11-07,CUST0073,Desk Lamp,42.18,1,WELCOME20,Calgary
TXN00485,2024-09-22,CUST0156,Laptop Stand,47.34,4,,Toronto
TXN00486,2024-09-10,CUST0099,Laptop Stand,43.59,4,SAVE15,Kitchener-Cambridge-Waterloo
TXN00487,2024-09-27,CUST0004,Mechanical Keyboard,98.75,3,,Quebec City
TXN00488,2024-08-03,CUST0094,Desk Lamp,40.32,2,WELCOME20,Winnipeg
TXN00489,2024-01-09,CUST0151,Mechanical Keyboard,82.21,3,,Toronto
TXN00490,2024-07-22,CUST0130,Wireless Mouse,28.71,5,WELCOME20,Quebec City
TXN00491,2024-12-25,CUST0103,Portable SSD,109.52,5,SAVE10,Kitchener-Cambridge-Waterloo
TXN00492,2024-05-22,CUST0022,USB-C Hub,52.43,5,,Vancouver
TXN00493,2024-06-16,CUST0101,Fitness Tracker,86.22,1,,Quebec City
TXN00494,2024-01-30,CUST0063,Laptop Stand,43.34,4,,Winnipeg
TXN00495,2024-11-07,CUST0015,Desk Lamp,38.43,2,,Toronto
TXN00496,2024-12-25,CUST0003,USB-C Hub,50.84,3,SAVE10,Hamilton
TXN00497,2024-03-26,CUST0096,Webcam,66.63,3,SAVE15,Montreal
TXN00498,2024-06-20,CUST0110,Wireless Mouse,28.62,1,,Kitchener-Cambridge-Waterloo
TXN00499,2024-09-11,CUST0117,Mechanical Keyboard,90.18,1,SAVE5,Kitchener-Cambridge-Waterloo
TXN00500,2024-07-07,CUST0041,USB-C Hub,51.83,1,SAVE10,Montreal
